230,363,64,121,373,32
363,64,121,373,58,25
64,121,373,58,38,25
95,60,32,204,26,25
60,32,204,26,154,32
32,204,26,154,232,32
204,26,154,232,23,32
155,154,1,63,22,25
154,1,63,22,166,32
1,63,22,166,23,32
58,80,110,38,11,32
80,110,38,11,16,25
45,49,124,433,61,21
49,124,433,61,60,25
124,433,61,60,51,25
433,61,60,51,86,32
26,433,23,38,82,25
433,23,38,82,47,25
23,38,82,47,98,25
38,82,47,98,45,25
64,121,101,49,58,25
121,101,49,58,56,25
234,26,154,232,52,25
26,154,232,52,23,25
24,433,167,58,45,25
155,23,58,62,23,25
23,58,62,23,662,32
58,62,23,662,47,32
62,23,662,47,110,32
23,662,47,110,24,25
134,19,47,124,462,25
60,32,47,240,230,32
32,47,240,230,62,32
47,240,230,62,38,25
240,230,62,38,394,25
230,62,38,394,103,32
47,63,172,63,51,25
63,172,63,51,63,17
172,63,51,63,38,25
63,51,63,38,41,25
51,63,38,41,73,25
63,38,41,73,166,25
38,41,73,166,462,25
58,63,23,60,32,32
63,23,60,32,50,25
23,60,32,50,52,25
661,154,433,62,58,25
128,46,47,24,49,32
46,47,24,49,16,32
47,24,49,16,23,32
24,49,16,23,38,32
49,16,23,38,50,32
16,23,38,50,236,25
45,47,166,58,155,34
663,32,121,60,62,32
32,121,60,62,230,32
121,60,62,230,38,32
60,62,230,38,124,32
62,230,38,124,917,32
230,38,124,917,45,32
38,124,917,45,19,25
23,166,37,38,51,25
166,37,38,51,116,25
37,38,51,116,49,32
38,51,116,49,23,32
51,116,49,23,166,32
116,49,23,166,23,32
23,166,236,63,80,25
166,236,63,80,62,25
236,63,80,62,19,25
63,80,62,19,38,25
80,22,51,38,51,32
22,51,38,51,63,25
51,38,51,63,114,32
38,51,63,114,38,32
51,63,114,38,37,32
63,114,38,37,50,32
114,38,37,50,52,32
38,37,50,52,38,32
37,50,52,38,63,32
50,52,38,63,166,32
52,38,63,166,114,32
38,63,166,114,38,32
63,166,114,38,37,32
166,114,38,37,40,32
114,38,37,40,37,32
38,37,40,37,38,32
37,40,37,38,51,32
40,37,38,51,103,32
37,38,51,103,38,32
38,51,103,38,114,32
51,103,38,114,51,32
103,38,114,51,185,32
38,114,51,185,40,32
114,51,185,40,165,32
51,185,40,165,33,32
185,40,165,33,49,32
40,165,33,49,222,32
165,33,49,222,58,32
33,49,222,58,60,32
49,222,58,60,22,32
222,58,60,22,166,32
58,60,22,166,23,32
60,22,166,23,37,32
22,166,23,37,38,32
23,95,23,110,58,25
95,23,110,58,22,25
23,110,58,22,51,25
110,58,22,51,62,32
58,22,51,62,58,32
22,51,62,58,180,32
51,62,58,180,62,32
62,58,180,62,230,32
58,180,62,230,38,32
180,62,230,38,159,32
103,32,23,38,171,32
32,23,38,171,33,32
23,38,171,33,166,32
38,171,33,166,38,32
171,33,166,38,165,32
33,166,38,165,166,32
166,38,165,166,51,32
38,165,166,51,29,32
165,166,51,29,11,32
166,51,29,11,38,32
51,29,11,38,56,32
29,11,38,56,16,32
11,38,56,16,38,25
38,56,16,38,95,25
56,16,38,95,49,26
16,38,95,49,31,18
38,95,49,31,165,18
16,38,214,38,37,32
38,214,38,37,51,32
214,38,37,51,114,32
38,37,51,114,49,32
37,51,114,49,917,32
51,114,49,917,51,32
114,49,917,51,134,32
49,917,51,134,54,32
917,51,134,54,121,25
51,134,54,121,110,25
134,54,121,110,166,25
54,121,110,166,110,25
121,110,166,110,37,25
110,166,110,37,52,25
166,110,37,52,60,32
110,37,52,60,445,32
37,52,60,445,23,32
23,154,23,60,22,25
154,23,60,22,449,25
23,60,22,449,45,25
17,25,71,907,433,25
465,18,47,433,15,25
54,19,241,103,18,18
19,241,103,18,164,18
241,103,18,164,115,18
103,18,164,115,23,18
18,164,115,23,412,18
15,27,241,62,51,25
27,241,62,51,155,25
241,62,51,155,36,25
62,51,155,36,103,25
51,155,36,103,234,25
98,47,32,465,121,18
47,32,465,121,103,25
18,433,110,186,38,32
433,110,186,38,23,32
110,186,38,23,16,32
186,38,23,16,103,25
433,121,154,121,18,25
204,26,28,45,155,25
172,433,22,23,121,25
81,433,121,24,45,32
63,166,367,187,124,25
166,367,187,124,54,25
18,26,28,121,433,25
26,28,121,433,16,25
123,433,47,101,124,32
35,222,124,62,230,25
222,124,62,230,222,25
106,154,433,121,18,18
81,437,54,433,187,18
437,54,433,187,171,18
907,239,49,230,62,32
434,225,224,57,128,16
225,224,57,128,121,16
224,57,128,121,128,16
57,128,121,128,155,23
128,121,128,155,100,32
121,128,155,100,103,32
128,155,100,103,47,32
155,100,103,47,117,31
100,103,47,117,20,32
103,47,117,20,64,32
47,117,20,64,46,32
117,20,64,46,80,32
20,64,46,80,221,32
64,46,80,221,926,32
46,80,221,926,101,32
80,221,926,101,1,32
221,926,101,1,155,32
926,101,1,155,215,32
101,1,155,215,19,32
1,155,215,19,124,32
155,215,19,124,17,32
215,19,124,17,18,32
19,124,17,18,36,32
124,17,18,36,45,32
17,18,36,45,28,32
18,36,45,28,34,32
36,45,28,34,433,25
45,28,34,433,18,15
28,34,433,18,470,25
34,433,18,470,433,25
433,18,470,433,47,25
18,470,433,47,102,25
470,433,47,102,49,25
433,47,102,49,96,25
47,102,49,96,465,25
102,49,96,465,121,25
49,96,465,121,51,25
96,465,121,51,23,25
465,121,51,23,32,32
121,51,23,32,60,25
51,23,32,60,23,32
23,32,60,23,121,32
32,60,23,121,32,32
60,23,121,32,35,32
23,121,32,35,62,32
121,32,35,62,230,32
32,35,62,230,222,32
35,62,230,222,58,32
62,230,222,58,150,32
230,222,58,150,222,32
222,58,150,222,19,32
58,150,222,19,165,32
150,222,19,165,154,32
222,19,165,154,51,32
19,165,154,51,38,32
165,154,51,38,50,32
154,51,38,50,64,32
51,38,50,64,222,32
38,50,64,222,52,32
50,64,222,52,51,32
64,222,52,51,37,32
222,52,51,37,50,32
52,51,37,50,51,32
51,37,50,51,33,32
37,50,51,33,35,32
50,51,33,35,239,32
51,33,35,239,121,32
33,35,239,121,221,32
35,239,121,221,394,32
239,121,221,394,661,32
121,221,394,661,62,32
221,394,661,62,23,32
394,661,62,23,159,32
661,62,23,159,121,32
62,23,159,121,86,32
23,159,121,86,23,25
159,121,86,23,58,25
121,86,23,58,164,25
86,23,58,164,47,25
23,58,164,47,24,25
58,164,47,24,121,32
164,47,24,121,16,32
47,24,121,16,54,32
24,121,16,54,103,32
121,16,54,103,121,32
16,54,103,121,124,32
54,103,121,124,154,32
103,121,124,154,433,32
121,124,154,433,26,32
124,154,433,26,121,32
154,433,26,121,103,32
433,26,121,103,16,32
26,121,103,16,24,32
121,103,16,24,49,32
103,16,24,49,19,32
16,24,49,19,18,32
24,49,19,18,23,32
49,19,18,23,121,32
19,18,23,121,23,32
18,23,121,23,121,32
