1897236,12,4/18/2011,8:47:29 PM,38,32,942
1897234,12,4/18/2011,9:01:37 PM,52,32,935
1897233,12,4/18/2011,10:08:02 PM,80,25,7
1897232,12,4/18/2011,11:12:14 PM,97,25,4
1358748,57,5/26/2010,12:40:12 PM,45,15,3
1358746,57,5/26/2010,12:45:08 PM,57,23,3
1358745,57,5/26/2010,12:45:55 PM,45,15,3
1358744,57,5/26/2010,1:44:58 PM,224,15,45
1358654,57,6/6/2010,10:52:09 AM,124,22,7
1358653,57,6/6/2010,10:52:27 AM,15,23,7
1358652,57,6/6/2010,10:52:40 AM,224,22,45
1358651,57,6/6/2010,10:52:53 AM,208,22,205
1358650,57,6/6/2010,11:33:13 AM,224,22,45
1358649,57,6/6/2010,11:33:30 AM,226,22,45
1358647,57,6/6/2010,11:34:09 AM,15,22,7
1358646,57,6/6/2010,12:29:24 PM,47,22,199
1356421,57,6/5/2011,10:52:27 AM,224,16,45
17681755,82,4/16/2010,3:16:49 AM,45,34,3
17681754,82,4/16/2010,4:49:20 AM,47,32,199
17681753,82,4/16/2010,12:02:36 PM,16,32,7
17681752,82,4/16/2010,12:55:44 PM,230,32,6
17681751,82,4/16/2010,2:44:26 PM,32,32,12
17681750,82,4/16/2010,3:02:56 PM,52,32,935
23065896,101,6/18/2010,4:45:38 AM,154,25,7
23065895,101,6/18/2010,2:49:06 PM,58,32,12
23065894,101,6/18/2010,4:30:34 PM,23,25,936
23065893,101,6/18/2010,4:31:31 PM,363,25,7
23065892,101,6/18/2010,5:53:01 PM,45,34,3
17347835,111,9/4/2010,2:20:59 AM,58,32,12
17347834,111,9/4/2010,2:21:27 AM,56,32,4
17347833,111,9/4/2010,4:29:05 AM,241,32,4
17347832,111,9/4/2010,5:12:35 PM,38,25,942
17347831,111,9/4/2010,6:17:29 PM,908,25,80
17347830,111,9/4/2010,6:18:43 PM,23,25,936
1753398,151,5/15/2010,10:19:18 PM,95,40,3
1753397,151,5/15/2010,10:22:07 PM,38,40,942
1753396,151,5/15/2010,10:24:15 PM,56,40,4
1753395,151,5/15/2010,10:27:10 PM,95,33,3
1753394,151,5/15/2010,10:28:13 PM,20,33,21
1753393,151,5/15/2010,10:39:57 PM,121,32,936
1753392,151,5/15/2010,10:41:37 PM,95,25,3
1753391,151,5/15/2010,10:43:06 PM,121,25,936
1753390,151,5/15/2010,11:04:40 PM,52,25,935
1753389,151,5/15/2010,11:05:43 PM,49,25,199
1753388,151,5/15/2010,11:08:20 PM,16,25,7
1753387,151,5/15/2010,11:09:35 PM,121,25,936
1753384,151,5/15/2010,11:13:02 PM,154,25,7
1753383,151,5/15/2010,11:14:42 PM,221,25,35
1753382,151,5/15/2010,11:15:38 PM,102,25,934
1753381,151,5/15/2010,11:16:24 PM,154,25,7
1753380,151,5/15/2010,11:17:10 PM,26,25,4
1753379,151,5/15/2010,11:18:10 PM,24,25,4
1753378,151,5/15/2010,11:19:45 PM,1,25,7
1753377,151,5/15/2010,11:20:55 PM,154,25,7
1753376,151,5/15/2010,11:22:19 PM,221,25,35
1753375,151,5/15/2010,11:23:32 PM,207,25,12
1753374,151,5/15/2010,11:32:35 PM,121,25,936
1753367,151,5/15/2010,11:40:02 PM,184,25,205
1753366,151,5/15/2010,11:41:06 PM,121,25,936
1753360,151,5/15/2010,11:47:18 PM,166,25,13
1753359,151,5/15/2010,11:48:25 PM,20,25,21
1753358,151,5/15/2010,11:49:14 PM,121,25,936
1753356,151,5/15/2010,11:51:34 PM,29,25,21
1753355,151,5/15/2010,11:52:36 PM,121,25,936
1753353,151,5/15/2010,11:54:40 PM,60,25,13
1753352,151,5/16/2010,2:35:14 PM,662,25,928
1753351,151,5/16/2010,2:36:18 PM,164,25,3
1753350,151,5/16/2010,2:37:30 PM,103,25,12
1753349,151,5/16/2010,2:38:47 PM,165,25,5
1753346,151,5/17/2010,6:24:38 PM,18,40,925
1753345,151,5/17/2010,7:01:07 PM,121,25,936
1753344,151,5/17/2010,7:02:17 PM,164,25,3
1753343,151,5/17/2010,7:08:00 PM,465,32,6
1753342,151,5/17/2010,7:32:04 PM,60,32,13
1753341,151,5/17/2010,7:36:49 PM,23,32,936
1753340,151,5/17/2010,7:37:45 PM,22,32,205
1753339,151,5/17/2010,7:39:02 PM,181,32,5
1753338,151,5/17/2010,7:40:06 PM,47,32,199
1753337,151,5/17/2010,7:41:14 PM,121,32,936
1753336,151,5/17/2010,7:42:25 PM,62,32,6
1753335,151,5/17/2010,7:43:17 PM,23,32,936
1753334,151,5/17/2010,7:44:17 PM,222,32,35
1753333,151,5/17/2010,7:45:23 PM,230,32,6
1753332,151,5/17/2010,7:49:26 PM,62,32,6
1753331,151,5/17/2010,7:50:39 PM,234,32,5
1753330,151,5/17/2010,7:58:56 PM,33,32,12
1753329,151,5/17/2010,8:08:09 PM,51,32,935
1753328,151,5/17/2010,8:09:17 PM,32,32,12
1753327,151,5/17/2010,8:10:43 PM,63,32,13
1753326,151,5/17/2010,8:11:33 PM,51,32,935
1753325,151,5/17/2010,8:26:22 PM,116,32,5
1753324,151,5/17/2010,8:28:35 PM,38,32,942
1753323,151,5/17/2010,8:30:20 PM,73,32,207
1753322,151,5/17/2010,8:31:00 PM,51,32,935
1753321,151,5/17/2010,8:32:04 PM,38,32,942
1753320,151,5/17/2010,8:34:19 PM,50,32,935
1753319,151,5/17/2010,8:39:37 PM,38,32,942
1753317,151,5/17/2010,8:43:46 PM,165,32,5
1753316,151,5/17/2010,8:44:52 PM,51,32,935
1753315,151,5/17/2010,8:45:57 PM,32,32,12
1753314,151,5/17/2010,8:46:50 PM,51,32,935
1753313,151,5/17/2010,8:50:19 PM,38,32,942
1753312,151,5/17/2010,8:54:14 PM,63,32,13
1753311,151,5/17/2010,8:55:14 PM,172,32,3
1753310,151,5/17/2010,8:56:30 PM,38,32,942
1753308,151,5/17/2010,9:07:16 PM,114,32,942
1753307,151,5/17/2010,9:34:18 PM,115,32,5
1753306,151,5/17/2010,9:35:01 PM,38,32,942
1753305,151,5/17/2010,9:36:48 PM,55,32,942
1753304,151,5/17/2010,10:10:50 PM,38,32,942
1753303,151,5/17/2010,10:15:15 PM,51,32,935
1753301,151,5/17/2010,10:16:47 PM,63,32,13
1753300,151,5/17/2010,10:17:50 PM,38,32,942
1753298,151,5/17/2010,10:23:37 PM,79,32,928
1753297,151,5/17/2010,10:24:37 PM,38,32,942
1753296,151,5/17/2010,10:25:28 PM,40,32,942
1753295,151,5/17/2010,10:26:24 PM,37,32,5
1753294,151,5/17/2010,10:38:29 PM,51,32,935
1753293,151,5/17/2010,10:39:10 PM,166,32,13
1753292,151,5/17/2010,10:39:42 PM,23,32,936
1753291,151,5/17/2010,10:40:24 PM,49,32,199
1753290,151,5/17/2010,10:41:20 PM,18,32,925
1753289,151,5/17/2010,10:41:55 PM,150,32,5
1753288,151,5/17/2010,11:36:17 PM,363,32,7
1753286,151,5/17/2010,11:37:58 PM,222,32,35
1753285,151,5/17/2010,11:38:33 PM,164,32,3
1753284,151,5/17/2010,11:39:54 PM,109,32,6
1753283,151,5/17/2010,11:41:18 PM,101,32,7
1753282,151,5/17/2010,11:42:01 PM,161,32,7
1753281,151,5/17/2010,11:42:46 PM,16,25,7
1753280,151,5/17/2010,11:43:28 PM,204,32,178
1753279,151,5/17/2010,11:44:01 PM,102,25,934
1753278,151,5/17/2010,11:44:48 PM,101,32,7
1753277,151,5/17/2010,11:45:58 PM,155,32,7
1753276,151,5/17/2010,11:46:33 PM,458,32,6
1753275,151,5/17/2010,11:47:09 PM,106,25,6
1753274,151,5/17/2010,11:58:36 PM,160,32,7
1753273,151,5/18/2010,12:39:51 AM,121,25,936
1753272,151,5/18/2010,12:40:35 AM,238,25,35
1753271,151,5/18/2010,12:42:07 AM,907,25,7
1753249,151,5/20/2010,3:59:07 PM,152,33,127
1753248,151,5/20/2010,4:43:53 PM,214,32,5
1753247,151,5/20/2010,4:49:00 PM,207,33,12
1753246,151,5/20/2010,4:50:00 PM,73,32,207
1753245,151,5/20/2010,4:54:21 PM,166,32,13
1753244,151,5/20/2010,4:55:00 PM,150,32,5
1753243,151,5/20/2010,4:55:41 PM,51,32,935
1753241,151,5/20/2010,4:59:14 PM,38,33,942
1753240,151,5/20/2010,5:01:39 PM,63,32,13
1753239,151,5/20/2010,5:08:06 PM,166,32,13
1753238,151,5/20/2010,5:08:48 PM,51,32,935
1753237,151,5/20/2010,5:11:04 PM,166,32,13
1753236,151,5/20/2010,5:14:58 PM,38,32,942
1753235,151,5/20/2010,5:24:01 PM,50,32,935
1753234,151,5/20/2010,5:25:35 PM,80,32,7
1753233,151,5/20/2010,5:28:18 PM,207,32,12
1753231,151,5/20/2010,5:32:30 PM,50,32,935
1753230,151,5/20/2010,5:33:08 PM,63,32,13
1753229,151,5/20/2010,5:38:34 PM,52,32,935
1753228,151,5/20/2010,5:39:37 PM,51,32,935
1753227,151,5/20/2010,5:49:35 PM,50,32,935
1753226,151,5/20/2010,5:51:17 PM,37,32,5
1753225,151,5/20/2010,5:52:57 PM,50,32,935
1753224,151,5/20/2010,5:53:57 PM,59,32,935
1753223,151,5/20/2010,5:56:56 PM,88,32,21
1753222,151,5/20/2010,5:58:25 PM,37,32,5
1753221,151,5/20/2010,6:09:09 PM,80,32,7
1753220,151,5/20/2010,6:11:25 PM,19,32,7
1753219,151,5/20/2010,6:44:22 PM,34,32,6
1753218,151,5/20/2010,6:49:14 PM,124,32,7
1753217,151,5/20/2010,6:50:01 PM,132,32,191
1753216,151,5/20/2010,6:58:04 PM,238,32,35
1753215,151,5/20/2010,7:40:32 PM,50,32,935
1753214,151,5/20/2010,7:41:36 PM,72,32,935
1753213,151,5/20/2010,7:42:35 PM,138,32,133
1753212,151,5/20/2010,7:43:29 PM,177,32,4
1753211,151,5/20/2010,7:44:42 PM,217,32,6
1753210,151,5/20/2010,7:45:16 PM,54,32,6
1753209,151,5/20/2010,7:45:58 PM,29,32,21
1753208,151,5/20/2010,7:46:37 PM,20,32,21
1753207,151,5/20/2010,7:47:28 PM,192,32,191
1753206,151,5/20/2010,7:48:41 PM,121,32,936
1753205,151,5/20/2010,7:49:59 PM,60,32,13
1753204,151,5/20/2010,7:50:37 PM,23,32,936
1753203,151,5/20/2010,7:51:21 PM,170,32,936
1753202,151,5/20/2010,8:04:32 PM,16,32,7
1753201,151,5/20/2010,8:08:36 PM,161,32,7
1753200,151,5/20/2010,8:09:25 PM,155,32,7
1753199,151,5/20/2010,8:10:17 PM,130,32,4
1753198,151,5/20/2010,8:10:53 PM,97,32,4
1753197,151,5/20/2010,8:11:58 PM,64,32,7
1753196,151,5/20/2010,8:16:34 PM,153,32,133
1753195,151,5/20/2010,8:22:29 PM,165,32,5
1753194,151,5/20/2010,8:23:53 PM,53,32,6
1753193,151,5/20/2010,8:24:50 PM,190,32,191
1753192,151,5/20/2010,8:25:34 PM,110,32,7
1753191,151,5/20/2010,8:26:16 PM,124,32,7
1753190,151,5/20/2010,8:27:02 PM,222,32,35
1753189,151,5/20/2010,8:34:41 PM,101,32,7
1753188,151,5/20/2010,8:35:13 PM,161,32,7
1753187,151,5/20/2010,8:35:46 PM,470,32,218
1753186,151,5/20/2010,8:51:05 PM,121,25,936
1753184,151,5/20/2010,8:52:44 PM,96,25,6
1753183,151,5/20/2010,8:54:36 PM,222,32,35
1753182,151,5/20/2010,9:41:43 PM,58,32,12
1753181,151,5/20/2010,9:50:21 PM,121,32,936
1753180,151,5/20/2010,9:55:40 PM,23,32,936
1753179,151,5/20/2010,10:02:50 PM,121,32,936
1753177,151,5/20/2010,10:06:45 PM,17,32,7
1753176,151,5/20/2010,10:10:46 PM,121,32,936
1753173,151,5/20/2010,10:13:09 PM,130,32,4
1753172,151,5/20/2010,10:14:05 PM,166,32,13
1753171,151,5/20/2010,10:14:38 PM,183,32,218
1753170,151,5/20/2010,10:20:28 PM,32,32,12
1753169,151,5/20/2010,10:22:44 PM,121,32,936
1753167,151,5/20/2010,10:24:36 PM,23,32,936
1753166,151,5/20/2010,10:25:56 PM,121,32,936
1753164,151,5/20/2010,10:28:03 PM,433,32,7
1753163,151,5/20/2010,10:28:48 PM,241,32,4
1753162,151,5/20/2010,10:29:25 PM,166,32,13
1753161,151,5/20/2010,10:30:13 PM,145,32,133
1753160,151,5/20/2010,10:30:50 PM,121,32,936
1753157,151,5/20/2010,10:34:12 PM,23,25,936
1753156,151,5/20/2010,10:35:05 PM,121,25,936
1753153,151,5/20/2010,10:40:24 PM,23,32,936
1753151,151,5/20/2010,10:44:10 PM,121,32,936
1753149,151,5/20/2010,10:54:47 PM,110,33,7
1753148,151,5/20/2010,10:55:34 PM,28,33,4
1753147,151,5/20/2010,10:56:17 PM,147,33,127
1753146,151,5/20/2010,10:56:55 PM,164,33,3
1753145,151,5/20/2010,10:59:03 PM,235,40,218
1753144,151,5/20/2010,11:00:08 PM,56,40,4
1753143,151,5/20/2010,11:05:36 PM,95,40,3
1753142,151,5/20/2010,11:07:12 PM,134,40,127
1753141,151,5/20/2010,11:07:43 PM,154,40,7
1751684,151,6/15/2010,3:21:10 AM,106,25,6
1751683,151,6/15/2010,3:21:18 AM,433,25,7
1751682,151,6/15/2010,3:21:43 AM,28,25,4
1751681,151,6/15/2010,3:21:52 AM,159,25,925
1751680,151,6/15/2010,3:21:59 AM,20,25,21
1751679,151,6/15/2010,3:22:12 AM,62,25,6
1751678,151,6/15/2010,3:22:23 AM,82,25,7
1751677,151,6/15/2010,3:22:35 AM,24,25,4
1751676,151,6/15/2010,3:23:01 AM,449,25,7
1751675,151,6/15/2010,3:23:10 AM,86,25,7
1751674,151,6/15/2010,3:23:17 AM,154,25,7
1751673,151,6/15/2010,3:23:23 AM,124,25,7
1751671,151,6/15/2010,3:23:48 AM,123,25,7
1751670,151,6/15/2010,3:24:03 AM,160,25,7
1751669,151,6/15/2010,3:24:13 AM,159,25,925
1751668,151,6/15/2010,3:24:20 AM,24,25,4
1751667,151,6/15/2010,3:24:27 AM,64,25,7
1751666,151,6/15/2010,3:24:33 AM,241,25,4
1751665,151,6/15/2010,3:24:47 AM,130,25,4
1751664,151,6/15/2010,3:25:05 AM,24,25,4
1751663,151,6/15/2010,3:25:21 AM,56,25,4
1751662,151,6/15/2010,3:25:29 AM,121,25,936
1751659,151,6/15/2010,3:26:51 AM,433,25,7
1751658,151,6/15/2010,3:27:01 AM,24,25,4
1751657,151,6/15/2010,3:27:16 AM,241,25,4
1751656,151,6/15/2010,3:27:34 AM,121,25,936
1751655,151,6/15/2010,3:27:53 AM,24,25,4
1751654,151,6/15/2010,3:28:02 AM,167,25,4
1751653,151,6/15/2010,3:28:11 AM,24,25,4
1751651,151,6/15/2010,3:28:40 AM,363,25,7
1751650,151,6/15/2010,3:28:52 AM,121,25,936
1751649,151,6/15/2010,3:29:03 AM,24,25,4
1751648,151,6/15/2010,3:30:46 AM,125,25,218
1751647,151,6/15/2010,3:31:10 AM,121,32,936
1751646,151,6/15/2010,3:31:20 AM,136,32,12
1751645,151,6/15/2010,3:31:29 AM,49,25,199
1751644,151,6/15/2010,3:31:39 AM,363,25,7
1751642,151,6/15/2010,3:32:05 AM,121,32,936
1751640,151,6/15/2010,3:32:28 AM,49,32,199
1751639,151,6/15/2010,3:32:42 AM,433,32,7
1751638,151,6/15/2010,3:32:50 AM,101,32,7
1751637,151,6/15/2010,3:33:05 AM,1,25,7
1751636,151,6/15/2010,10:34:19 AM,154,32,7
1751635,151,6/15/2010,10:34:40 AM,32,32,12
1751634,151,6/15/2010,10:34:55 AM,86,32,7
1751633,151,6/15/2010,10:35:03 AM,18,32,925
1751632,151,6/15/2010,10:35:13 AM,62,32,6
1751631,151,6/15/2010,10:35:21 AM,51,32,935
1751630,151,6/15/2010,10:35:30 AM,121,32,936
1751629,151,6/15/2010,10:35:41 AM,24,25,4
1751628,151,6/15/2010,10:35:51 AM,201,32,6
1751627,151,6/15/2010,10:36:01 AM,106,32,6
1751626,151,6/15/2010,10:36:09 AM,241,32,4
1751625,151,6/15/2010,10:36:19 AM,64,32,7
1751624,151,6/15/2010,10:36:26 AM,17,32,7
1751623,151,6/15/2010,10:36:34 AM,36,25,6
1751622,151,6/15/2010,10:36:44 AM,59,32,935
1751621,151,6/15/2010,10:37:07 AM,103,32,12
1751620,151,6/15/2010,10:37:17 AM,23,32,936
1751619,151,6/15/2010,10:37:29 AM,433,32,7
1751618,151,6/15/2010,10:37:41 AM,121,32,936
1751617,151,6/15/2010,10:37:48 AM,18,32,925
1751616,151,6/15/2010,10:38:02 AM,64,32,7
1751615,151,6/15/2010,10:38:14 AM,154,32,7
1751614,151,6/15/2010,10:38:21 AM,80,32,7
1751613,151,6/15/2010,10:38:39 AM,167,32,4
1751612,151,6/15/2010,10:38:53 AM,454,32,7
1751611,151,6/15/2010,10:39:07 AM,47,32,199
1751610,151,6/15/2010,10:39:25 AM,110,32,7
1751609,151,6/15/2010,10:39:36 AM,121,32,936
1751608,151,6/15/2010,10:39:51 AM,54,32,6
1751607,151,6/15/2010,10:40:02 AM,164,32,3
1751606,151,6/15/2010,10:40:15 AM,159,32,925
1751605,151,6/15/2010,10:40:31 AM,46,32,3
1751603,151,6/15/2010,10:40:58 AM,103,32,12
1751602,151,6/15/2010,10:41:12 AM,239,32,35
1751601,151,6/15/2010,10:41:17 AM,121,32,936
1751600,151,6/15/2010,10:41:40 AM,36,32,6
1751599,151,6/15/2010,10:42:08 AM,98,32,7
1751598,151,6/15/2010,10:43:37 AM,35,32,6
1751597,151,6/15/2010,10:43:49 AM,19,32,7
1751596,151,6/15/2010,10:44:01 AM,81,32,7
1751595,151,6/15/2010,10:44:10 AM,154,32,7
1751594,151,6/15/2010,10:44:18 AM,185,32,13
1751593,151,6/15/2010,10:44:41 AM,58,32,12
1751592,151,6/15/2010,10:44:53 AM,433,32,7
1751591,151,6/15/2010,10:45:18 AM,110,32,7
1751590,151,6/15/2010,10:45:29 AM,54,32,6
1751589,151,6/15/2010,10:45:38 AM,124,32,7
1751588,151,6/15/2010,10:45:47 AM,19,32,7
1751587,151,6/15/2010,10:46:06 AM,58,32,12
1751586,151,6/15/2010,10:46:53 AM,123,32,7
1751585,151,6/15/2010,10:47:04 AM,406,32,6
1751584,151,6/15/2010,10:47:15 AM,28,32,4
1751583,151,6/15/2010,10:47:27 AM,17,32,7
1751582,151,6/15/2010,10:47:44 AM,130,32,4
1751581,151,6/15/2010,10:48:18 AM,186,32,6
1751580,151,6/15/2010,10:48:42 AM,159,32,925
1751579,151,6/15/2010,10:48:53 AM,58,32,12
1751578,151,6/15/2010,10:49:02 AM,16,32,7
1751577,151,6/15/2010,10:49:10 AM,47,32,199
1751576,151,6/15/2010,10:49:20 AM,17,32,7
1751575,151,6/15/2010,10:49:27 AM,19,32,7
1751574,151,6/15/2010,10:49:36 AM,433,32,7
1751573,151,6/15/2010,10:49:44 AM,86,32,7
1751572,151,6/15/2010,10:49:53 AM,464,32,6
1751571,151,6/15/2010,10:50:01 AM,240,32,35
1751570,151,6/15/2010,10:50:12 AM,110,32,7
1751568,151,6/15/2010,10:50:46 AM,19,32,7
1751567,151,6/15/2010,10:50:54 AM,47,32,199
1751566,151,6/15/2010,10:51:03 AM,64,32,7
1751565,151,6/15/2010,10:51:19 AM,167,32,4
1751564,151,6/15/2010,10:51:31 AM,49,32,199
1751563,151,6/15/2010,10:51:38 AM,121,32,936
1751561,151,6/15/2010,10:52:03 AM,62,32,6
1751560,151,6/15/2010,10:52:15 AM,186,32,6
1751559,151,6/15/2010,10:52:27 AM,121,32,936
1751558,151,6/15/2010,10:52:36 AM,149,32,127
1751557,151,6/15/2010,10:52:44 AM,32,32,12
1751556,151,6/15/2010,10:52:52 AM,164,32,3
1751555,151,6/15/2010,11:10:01 AM,26,32,4
1751554,151,6/15/2010,11:10:17 AM,24,32,4
1751553,151,6/15/2010,11:10:26 AM,26,32,4
1751552,151,6/15/2010,11:10:40 AM,167,32,4
1751550,151,6/15/2010,11:11:11 AM,24,32,4
1751548,151,6/15/2010,1:09:59 PM,58,32,12
1751547,151,6/15/2010,1:10:18 PM,16,32,7
1751546,151,6/15/2010,1:10:37 PM,26,32,4
1751544,151,6/15/2010,1:11:10 PM,64,32,7
1751543,151,6/15/2010,1:11:23 PM,51,32,935
1751542,151,6/15/2010,1:11:36 PM,24,32,4
