77452,730,6,1
77452,736,3,1
77452,739,0,1
77452,741,0,1
77452,744,0,1
97688,731,2,1
97688,737,2,1
97688,739,1,1
97688,742,2,1
97688,744,2,1
97688,748,1,1
97688,751,3,1
97688,754,1,1
107876,730,3,1
107876,732,4,1
107876,736,0,1
107876,737,3,1
107876,740,3,1
107876,745,1,1
107876,749,1,1
107876,752,0,1
114587,730,2,1
114587,734,1,1
114587,736,7,2
114587,739,1,1
114587,744,2,1
114587,746,4,1
114587,750,3,1
114587,754,1,1
115539,730,6,1
115539,734,2,1
115539,740,1,1
115539,743,0,1
117030,731,1,1
117030,733,1,1
117030,735,2,1
117030,738,2,1
117030,742,5,1
117030,748,7,2
117030,749,7,1
117030,752,7,2
117189,730,7,2
117189,733,1,1
117189,736,0,1
117189,739,0,1
117189,741,2,1
117189,746,5,1
117189,750,2,1
117189,755,2,1
118075,732,2,1
118075,734,2,1
118075,739,1,1
118075,743,1,1
118075,746,3,1
118075,750,5,1
118075,754,3,1
118075,756,2,1
121079,731,7,1
121079,736,7,2
121079,738,2,1
121079,740,2,1
121079,742,0,1
121079,747,4,1
121079,753,3,1
121079,756,2,1
122902,731,4,1
124553,731,2,1
124553,735,5,1
124553,738,1,1
124553,740,3,1
124553,745,7,3
124553,747,6,1
124553,751,0,1
124553,755,7,1
124806,730,1,1
124806,732,7,1
124806,735,1,1
124806,739,2,1
124806,741,2,1
124806,744,1,1
124806,749,7,2
124806,753,3,1
125158,732,0,1
127009,730,4,1
127009,732,2,1
127009,737,1,1
127607,733,3,1
127607,736,4,1
127607,740,1,1
127607,743,0,1
129288,733,5,1
129288,735,5,1
129288,742,2,1
129288,746,1,1
129288,750,1,1
129288,752,2,1
129288,754,1,1
129288,756,0,1
131415,732,3,1
131415,734,3,1
131415,736,4,1
131415,740,4,1
131415,745,2,1
131415,751,3,1
131415,753,3,1
131415,756,0,1
133837,746,7,1
133837,749,2,1
133837,752,3,1
133837,757,4,1
143980,731,3,1
143980,734,3,1
143980,737,1,1
143980,739,2,1
143980,741,2,1
143980,745,7,1
143980,749,2,1
143980,754,3,1
144276,730,0,1
144276,733,1,1
144276,738,1,1
144276,743,0,1
144276,746,3,1
144276,749,3,1
144276,754,2,1
144276,757,3,1
145029,733,3,1
145029,735,1,1
145029,740,4,1
145029,743,2,1
145029,747,2,1
147883,730,4,1
157003,739,1,1
157003,742,2,1
157003,744,1,1
157003,748,7,1
157003,754,3,1
157003,757,2,1
157415,730,1,1
157415,735,1,1
157415,739,1,1
157415,742,2,1
157415,744,0,1
157415,750,7,2
157415,752,7,3
157415,756,5,1
160241,730,2,1
160241,737,1,1
160241,739,0,1
160241,744,2,1
169039,730,2,1
169039,732,1,1
169039,734,1,1
169039,736,7,2
169039,739,1,1
169039,744,2,1
169039,747,4,1
169039,755,2,1
174565,748,10,12
174565,750,3,1
174565,754,5,1
174565,757,6,2
179986,731,1,1
179986,735,2,1
179986,739,1,1
179986,743,3,1
179986,746,3,1
179986,749,3,1
179986,753,3,1
179986,756,3,1
181359,731,6,1
181359,736,3,1
181359,738,3,1
181359,740,3,1
181359,742,0,1
181359,744,7,1
181359,753,4,1
181359,757,4,1
191229,744,2,1
191229,749,1,1
191229,753,1,1
191229,755,2,1
193325,731,1,1
193325,733,1,1
193325,737,2,1
193325,740,2,1
193325,742,2,1
193325,745,5,1
193325,747,3,1
193325,756,3,1
194214,730,8,3
194214,733,2,1
194214,736,3,1
194214,741,2,1
194214,744,7,1
194214,747,3,1
194214,751,2,1
194214,754,1,1
194214,757,3,1
194853,731,6,1
194853,736,3,1
194853,738,3,1
194853,740,3,1
194853,742,0,1
194853,744,7,1
194853,753,4,1
194853,757,4,1
197411,730,1,1
197411,733,1,1
197411,736,7,2
197411,739,1,1
197411,744,2,1
197411,747,4,1
197411,754,2,1
197411,757,1,1
199155,756,12,19
199910,730,13,24
199937,731,1,1
199937,734,4,1
199937,742,2,1
199937,744,4,1
199937,748,1,1
201262,738,8,3
201262,741,7,3
207199,730,3,1
207199,734,5,1
207199,736,6,1
207199,738,2,1
207199,741,4,1
207199,745,3,1
207199,752,2,1
207199,755,2,1
208014,749,7,1
208014,752,2,1
208036,731,5,1
208036,733,1,1
208036,754,0,1
208646,732,7,1
208646,735,3,1
208646,737,0,1
208646,741,3,1
208646,743,3,1
208646,746,2,1
208646,752,1,1
208646,755,2,1
209865,749,7,1
209865,752,2,1
213671,731,3,1
213671,734,3,1
213671,737,0,1
213671,740,3,1
213671,743,3,1
213671,746,2,1
213671,752,1,1
213671,755,2,1
218656,730,7,2
218656,733,3,1
218656,737,6,2
218656,740,1,1
218656,743,3,1
218656,748,2,1
218656,751,3,1
218656,753,5,1
225283,758,3,12
225745,738,1,1
225745,741,2,1
225745,744,2,1
225745,747,1,1
225745,752,13,22
227458,742,7,11
227458,742,7,8
227458,743,2,7
227458,743,2,7
227458,743,7,11
227458,744,0,1
227458,744,3,8
227458,745,2,1
227458,746,2,10
227458,746,3,12
227458,746,7,10
227458,747,3,10
227458,748,1,3
227458,748,3,4
227458,748,3,11
227458,749,1,6
227725,738,1,1
227725,741,2,1
227725,745,2,1
227725,747,1,1
227725,752,13,20
228864,735,2,1
228864,738,2,1
228864,742,5,1
228864,748,13,23
228864,756,7,2
228864,757,2,1
230171,749,4,15
230171,749,7,13
230171,750,3,7
230171,750,7,14
231253,731,4,1
231253,733,2,1
231253,735,1,1
231253,737,1,1
231253,740,0,1
231253,742,1,1
231253,745,1,1
231253,749,7,1
231253,754,2,1
232093,733,6,1
232093,735,0,1
232093,739,8,3
232093,742,7,2
232093,744,1,1
232093,746,1,1
232093,752,2,1
232093,757,4,1
232360,756,3,11
232360,757,8,12
232360,758,6,8
232360,758,6,11
232360,759,5,7
232360,759,5,8
233926,733,2,1
233926,735,2,1
233926,741,1,1
233926,743,1,1
233926,745,0,1
233926,750,1,1
233926,754,5,1
233926,757,6,1
234275,731,4,7
234275,732,2,7
234275,738,0,1
234275,739,2,11
234275,739,7,9
234275,740,2,6
234275,740,2,9
234275,740,7,9
234275,741,3,11
234275,741,3,13
234275,741,7,12
234275,742,7,13
234275,743,3,9
236742,749,7,1
236742,751,1,1
236742,754,3,1
238716,730,2,1
238716,740,7,3
238716,742,3,1
238716,745,4,1
238716,750,3,1
238716,752,3,1
240337,738,3,1
240337,741,5,1
240337,742,1,1
240337,745,5,1
240337,749,2,1
240337,751,4,1
240337,753,7,1
240337,756,0,1
244689,730,4,1
244689,735,1,1
244689,738,3,1
244689,742,4,1
244689,745,7,1
244689,750,7,2
244689,754,2,1
244689,757,5,1
244926,741,1,1
244926,745,1,1
244926,748,2,1
244926,751,2,1
244926,756,2,1
246863,730,0,4
246863,730,2,5
246863,730,3,9
246863,731,2,5
246863,731,2,6
246863,731,2,5
246863,732,1,5
246863,732,2,5
246863,732,2,5
246863,733,7,9
246863,734,3,8
246863,734,7,10
246863,735,0,1
246863,735,5,12
246863,735,7,10
250170,730,2,1
250170,733,4,1
250170,737,2,1
250170,740,2,1
250170,742,0,1
250170,745,2,1
250170,751,2,1
250170,755,2,1
250170,758,2,1
