140204,755,6,6
140204,755,7,12
140204,756,7,13
140204,756,8,22
140204,757,7,9
140204,757,7,14
140204,758,2,11
140204,758,6,8
140204,758,7,15
140204,759,4,10
157003,730,6,2
157003,734,2,1
174565,730,1,1
174565,733,1,1
174565,736,5,1
174565,744,13,23
188050,759,7,14
190777,757,7,14
190777,758,0,1
190777,758,5,13
190777,759,7,8
192104,755,13,27
192104,756,8,28
192104,757,13,27
192104,759,8,28
199155,730,2,1
199155,734,3,1
199155,739,2,1
199155,743,2,1
199155,746,2,1
199155,748,1,1
199155,753,13,19
199910,733,12,23
201262,731,11,17
201262,733,3,1
201262,735,3,1
207114,744,6,17
207114,744,7,12
207114,745,7,13
207114,745,8,23
207114,746,7,14
207114,746,7,15
207114,746,7,15
207114,747,6,9
207114,748,2,6
207114,748,3,2
207114,749,5,6
207114,750,2,10
207114,750,2,10
207114,750,7,9
207114,751,2,9
207114,751,2,11
207114,751,3,8
207114,752,0,1
207114,752,2,6
207114,753,4,12
207114,753,8,11
207114,754,3,11
207114,754,7,6
207114,755,8,11
207114,756,1,2
207114,756,4,11
207114,756,4,9
207114,757,3,2
207114,758,7,11
207114,759,2,2
210818,751,13,27
210818,753,6,11
210818,753,7,15
210818,754,7,14
210818,754,8,27
210818,755,7,29
210818,755,12,51
210818,758,7,32
210818,758,11,52
210818,759,7,30
210818,759,8,30
215123,730,0,1
215123,730,1,3
215123,730,7,12
215123,731,7,12
215676,730,7,11
215676,731,7,11
217522,730,3,10
217522,730,5,10
217522,732,1,6
217522,732,3,9
217522,733,1,5
217522,733,1,6
217522,733,2,5
217522,733,2,6
217522,734,1,5
217522,734,1,3
217522,734,2,9
217522,734,3,5
217522,735,2,10
217522,735,7,10
217522,736,7,10
217522,737,7,5
218183,736,13,27
218183,737,6,18
218183,737,7,12
218183,738,7,13
218183,738,8,24
218183,739,7,17
218183,739,6,10
218183,740,7,19
218183,740,7,16
218183,741,5,13
218183,742,3,11
218183,742,7,11
218183,742,7,12
218183,743,2,4
218183,743,3,5
218183,744,1,6
218183,744,2,6
218183,744,5,5
218183,745,2,5
218183,745,4,6
218183,745,5,4
218183,746,2,8
218183,746,5,12
218183,747,1,5
218183,747,3,7
218183,747,3,7
218183,748,5,6
218183,748,7,12
218183,749,2,6
218183,749,3,7
218183,749,7,10
218183,750,2,2
218183,750,2,5
218183,751,2,7
218183,751,2,7
218183,751,3,12
218183,752,7,12
218183,753,7,6
218183,754,1,4
218183,754,3,12
218183,755,5,10
218183,755,7,10
218183,756,3,4
218183,756,7,11
218183,757,3,12
218183,757,3,12
218183,758,7,11
221826,730,7,13
221826,731,4,2
221826,732,4,2
221826,733,3,11
221826,733,4,10
221826,734,7,10
221826,734,7,10
221826,735,7,9
221826,736,1,1
223990,733,3,9
223990,733,7,17
223990,734,0,1
223990,734,7,12
223990,735,5,12
223990,735,7,12
223990,736,5,12
223990,736,7,11
223990,736,7,12
223990,737,2,9
223990,737,2,9
223990,737,7,10
223990,742,7,17
223990,743,0,1
223990,743,3,11
223990,743,7,13
223990,746,2,7
223990,746,5,11
223990,747,1,5
223990,747,3,7
223990,747,4,7
223990,748,5,6
223990,748,7,12
223990,749,2,6
223990,749,3,6
223990,749,7,10
223990,750,2,2
223990,750,2,5
223990,751,2,7
223990,751,2,7
223990,751,2,9
223990,751,3,12
223990,752,7,12
