1591095,1,4/19/2010,1:59:27 PM,936,25
1591091,1,4/19/2010,11:58:53 PM,5,32
1591087,1,4/20/2010,1:00:08 AM,7,32
1591083,1,4/20/2010,8:46:47 PM,936,32
1824451,2,2/18/2010,6:11:14 PM,7,32
1824447,2,2/18/2010,11:10:06 PM,7,25
1824443,2,2/19/2010,4:40:43 PM,5,25
1824439,2,2/19/2010,11:28:21 PM,3,21
6825727,3,3/22/2011,12:41:15 AM,6,32
6825723,3,3/22/2011,12:46:54 PM,3,25
6825714,3,3/24/2011,12:36:50 AM,12,32
6825710,3,3/24/2011,7:29:39 PM,6,32
6825706,3,3/25/2011,3:03:35 PM,3,25
6825701,3,3/25/2011,6:35:01 PM,12,25
6825697,3,3/25/2011,7:45:33 PM,5,24
4992035,42,5/8/2010,6:45:37 AM,4,32
4992031,42,5/8/2010,5:39:15 PM,5,32
4992027,42,5/8/2010,6:54:40 PM,12,32
6098743,55,8/18/2010,1:10:20 AM,5,32
6098738,55,8/18/2010,1:57:15 PM,7,25
9028331,60,7/5/2009,6:59:00 PM,5,32
9028327,60,7/5/2009,10:29:57 PM,936,25
9028323,60,7/5/2009,10:30:55 PM,936,25
9028319,60,7/6/2009,12:14:05 AM,936,25
9028315,60,7/6/2009,5:49:48 PM,7,25
9028311,60,7/7/2009,12:49:29 AM,7,32
9028307,60,7/7/2009,1:05:38 PM,5,32
9028303,60,7/7/2009,1:19:35 PM,5,32
9028299,60,7/7/2009,1:52:38 PM,12,32
9028295,60,7/7/2009,2:08:21 PM,5,32
9028291,60,7/7/2009,2:22:55 PM,5,32
9028287,60,7/7/2009,2:53:58 PM,5,32
9028283,60,7/7/2009,3:26:55 PM,12,32
9028279,60,7/7/2009,3:45:26 PM,5,32
9028275,60,7/7/2009,4:39:02 PM,12,32
9028271,60,7/7/2009,5:58:44 PM,5,32
9028267,60,7/7/2009,11:26:00 PM,5,25
9023329,60,6/23/2011,3:26:58 PM,936,25
9023325,60,6/23/2011,4:34:37 PM,205,32
9023321,60,6/23/2011,6:57:31 PM,7,32
9023317,60,6/23/2011,10:09:28 PM,7,32
9023313,60,6/24/2011,1:28:43 PM,5,32
9023309,60,6/24/2011,4:19:39 PM,5,32
9023305,60,6/24/2011,4:36:21 PM,12,32
9023301,60,6/24/2011,7:28:26 PM,4,26
9023297,60,6/24/2011,10:15:09 PM,3,32
9023293,60,6/25/2011,2:13:35 AM,5,32
9023289,60,6/25/2011,2:18:04 AM,5,32
9023285,60,6/25/2011,2:22:12 AM,5,32
9023281,60,6/25/2011,2:24:36 AM,5,32
9023277,60,6/25/2011,2:28:18 AM,5,32
9023273,60,6/25/2011,2:03:19 PM,127,25
9023269,60,6/25/2011,4:32:54 PM,5,32
9023265,60,6/25/2011,9:16:48 PM,5,32
9023261,60,6/26/2011,2:41:54 AM,7,25
9023257,60,6/26/2011,3:26:32 AM,205,32
8060674,67,5/27/2010,2:01:23 AM,12,18
8060670,67,5/27/2010,8:05:41 PM,936,25
8060665,67,5/29/2010,4:10:21 AM,4,25
8060661,67,5/29/2010,9:58:26 PM,6,25
8060650,67,5/31/2010,2:23:35 AM,7,32
8060646,67,5/31/2010,4:43:25 PM,5,25
5698765,72,1/20/2010,2:48:59 PM,7,32
5698761,72,1/20/2010,2:51:32 PM,21,32
5698757,72,1/20/2010,2:53:24 PM,7,32
5698753,72,1/20/2010,2:54:08 PM,7,32
5698749,72,1/20/2010,2:55:04 PM,7,32
5698744,72,1/20/2010,2:58:06 PM,4,25
5698740,72,1/20/2010,3:02:52 PM,218,25
5698736,72,1/20/2010,3:51:33 PM,3,25
5698732,72,1/20/2010,4:08:23 PM,12,32
5698728,72,1/20/2010,4:11:11 PM,936,32
5698724,72,1/20/2010,4:28:02 PM,6,32
5698720,72,1/20/2010,4:32:18 PM,5,32
5698716,72,1/20/2010,4:33:35 PM,7,32
5698712,72,1/20/2010,5:09:40 PM,5,32
5698708,72,1/20/2010,5:24:15 PM,7,32
5698704,72,1/20/2010,5:38:49 PM,5,32
5698700,72,1/20/2010,5:43:02 PM,6,32
5698696,72,1/20/2010,5:44:36 PM,6,32
5698692,72,1/20/2010,5:47:24 PM,936,25
5698688,72,1/20/2010,5:50:22 PM,936,25
5698684,72,1/20/2010,7:29:07 PM,4,32
5698680,72,1/20/2010,7:29:55 PM,12,32
5698676,72,1/20/2010,7:31:01 PM,7,32
5698672,72,1/20/2010,7:32:45 PM,12,32
5698668,72,1/20/2010,7:33:26 PM,7,32
5698664,72,1/20/2010,7:34:42 PM,936,32
5698660,72,1/20/2010,7:38:28 PM,936,32
5698656,72,1/20/2010,7:39:07 PM,936,32
5698652,72,1/20/2010,7:40:04 PM,936,32
5698648,72,1/20/2010,7:41:35 PM,12,32
5698644,72,1/20/2010,7:43:18 PM,12,32
5698640,72,1/20/2010,7:47:00 PM,12,32
5698636,72,1/20/2010,7:47:59 PM,12,32
5698632,72,1/20/2010,7:48:50 PM,12,32
5698628,72,1/20/2010,7:50:12 PM,12,32
5698624,72,1/20/2010,7:52:55 PM,12,32
5698620,72,1/20/2010,7:53:47 PM,12,32
5698616,72,1/20/2010,7:54:31 PM,7,32
5698612,72,1/20/2010,7:55:22 PM,7,32
5698608,72,1/20/2010,7:56:01 PM,7,32
5698604,72,1/20/2010,7:56:42 PM,4,32
5698600,72,1/20/2010,7:57:15 PM,4,32
5698596,72,1/20/2010,7:58:28 PM,4,32
5698592,72,1/20/2010,8:01:44 PM,6,32
5698588,72,1/20/2010,8:02:49 PM,3,32
