4,2,12,9,12,10,10,8,32
2,12,9,12,10,10,8,12,32
12,9,12,10,10,8,12,8,32
9,12,10,10,8,12,8,12,32
12,10,10,8,12,8,12,10,32
2,2,2,2,2,16,12,12,32
5,4,6,5,4,4,6,4,23
4,6,5,4,4,6,4,7,31
6,5,4,4,6,4,7,6,32
5,4,4,6,4,7,6,8,32
4,4,6,4,7,6,8,8,32
4,6,4,7,6,8,8,17,32
6,4,7,6,8,8,17,4,25
4,7,6,8,8,17,4,2,25
7,6,8,8,17,4,2,9,25
6,8,8,17,4,2,9,9,32
8,8,17,4,2,9,9,9,32
8,17,4,2,9,9,9,17,32
17,4,2,9,9,9,17,6,32
4,2,9,9,9,17,6,1,32
2,9,9,9,17,6,1,5,32
9,9,9,17,6,1,5,4,32
9,9,17,6,1,5,4,4,32
9,17,6,1,5,4,4,11,32
17,6,1,5,4,4,11,11,32
6,1,5,4,4,11,11,1,32
1,5,4,4,11,11,1,1,25
5,4,4,11,11,1,1,1,32
4,4,11,11,1,1,1,1,32
4,11,11,1,1,1,1,9,32
11,11,1,1,1,1,9,9,32
11,1,1,1,1,9,9,9,32
1,1,1,1,9,9,9,8,32
1,1,1,9,9,9,8,8,32
1,1,9,9,9,8,8,8,32
1,9,9,9,8,8,8,8,32
9,9,9,8,8,8,8,8,32
9,9,8,8,8,8,8,4,32
9,8,8,8,8,8,4,15,32
8,8,8,8,8,4,15,4,32
8,8,8,8,4,15,4,11,32
8,8,8,4,15,4,11,11,32
8,8,4,15,4,11,11,11,32
8,4,15,4,11,11,11,11,32
4,15,4,11,11,11,11,6,32
15,4,11,11,11,11,6,4,32
4,11,11,11,11,6,4,4,32
11,11,11,11,6,4,4,4,32
11,11,11,6,4,4,4,11,32
11,11,6,4,4,4,11,4,32
11,6,4,4,4,11,4,18,32
6,4,4,4,11,4,18,7,32
4,4,4,11,4,18,7,9,25
4,4,11,4,18,7,9,8,25
4,11,4,18,7,9,8,10,25
11,4,18,7,9,8,10,4,25
4,18,7,9,8,10,4,4,25
18,7,9,8,10,4,4,11,25
7,9,8,10,4,4,11,6,25
9,8,10,4,4,11,6,6,25
8,10,4,4,11,6,6,6,32
10,4,4,11,6,6,6,5,25
4,4,11,6,6,6,5,5,25
4,11,6,6,6,5,5,15,25
11,6,6,6,5,5,15,1,32
6,6,6,5,5,15,1,9,25
6,6,5,5,15,1,9,9,25
4,7,1,11,11,4,1,15,32
7,1,11,11,4,1,15,4,32
1,11,11,4,1,15,4,8,32
11,11,4,1,15,4,8,7,32
11,4,1,15,4,8,7,9,32
4,1,15,4,8,7,9,9,32
1,15,4,8,7,9,9,9,32
15,4,8,7,9,9,9,19,32
4,8,7,9,9,9,19,20,32
8,7,9,9,9,19,20,8,32
7,9,9,9,19,20,8,1,32
9,9,9,19,20,8,1,4,32
9,9,19,20,8,1,4,12,32
9,19,20,8,1,4,12,2,32
19,20,8,1,4,12,2,12,32
20,8,1,4,12,2,12,10,32
8,1,4,12,2,12,10,8,32
1,4,12,2,12,10,8,6,32
4,12,2,12,10,8,6,15,32
12,2,12,10,8,6,15,4,32
2,12,10,8,6,15,4,4,32
12,10,8,6,15,4,4,4,32
10,8,6,15,4,4,4,1,32
8,6,15,4,4,4,1,1,32
6,15,4,4,4,1,1,12,32
15,4,4,4,1,1,12,1,32
4,4,4,1,1,12,1,1,32
4,4,1,1,12,1,1,1,32
4,1,1,12,1,1,1,8,32
1,1,12,1,1,1,8,9,32
1,12,1,1,1,8,9,9,32
12,1,1,1,8,9,9,9,32
1,1,1,8,9,9,9,9,32
1,1,8,9,9,9,9,9,32
1,8,9,9,9,9,9,9,32
8,9,9,9,9,9,9,8,32
9,9,9,9,9,9,8,8,32
9,9,9,9,9,8,8,8,32
9,9,9,9,8,8,8,8,32
9,9,9,8,8,8,8,8,32
9,9,8,8,8,8,8,8,32
9,8,8,8,8,8,8,8,32
8,8,8,8,8,8,8,8,32
8,8,8,8,8,8,8,8,32
8,8,8,8,8,8,8,8,32
8,8,8,8,8,8,8,4,32
8,8,8,8,8,8,4,4,32
8,8,8,8,8,4,4,4,32
8,8,8,8,4,4,4,4,32
8,8,8,4,4,4,4,4,32
8,8,4,4,4,4,4,4,32
8,4,4,4,4,4,4,11,32
4,4,4,4,4,4,11,11,32
4,4,4,4,4,11,11,11,32
4,4,4,4,11,11,11,11,32
4,4,4,11,11,11,11,11,32
4,4,11,11,11,11,11,11,32
4,11,11,11,11,11,11,11,32
11,11,11,11,11,11,11,11,32
11,11,11,11,11,11,11,12,32
11,11,11,11,11,11,12,10,32
11,11,11,11,11,12,10,9,32
11,11,11,11,12,10,9,17,32
11,11,11,12,10,9,17,6,32
11,11,12,10,9,17,6,6,32
11,12,10,9,17,6,6,6,32
12,10,9,17,6,6,6,6,32
